,簇族,轮廓系数,Davies-Bouldin Index,Calinski-Harabaz Index
0,2,0.36998376856715304,1.274606031592969,2190.7042364295535
1,3,0.543751823414778,0.7306138958535063,5020.298791688048
2,4,0.11244993588919468,2.728910995214707,1001.8551269105446
3,5,0.05824465653151788,3.345505790513999,1009.1027602019881
4,6,0.06292688154689724,3.4473681744994233,870.5811466056724
5,7,0.03999655999010383,3.002486807148172,842.9463631759581
