,簇族,轮廓系数,Davies-Bouldin Index,Calinski-Harabaz Index
0,4,0.08990909977810325,2.987358423460976,1064.0924747326385
1,5,0.07539117598293094,3.09146465210124,839.1220463491061
2,6,0.07597775735344343,2.8466690213583603,725.2289368174745
3,7,0.07953882113580442,2.820706465842811,647.0371128446291
