,簇族,轮廓系数,Davies-Bouldin Index,Calinski-Harabaz Index,SSE
0,2,0.37440649982603624,1.2539872171996977,2251.789198540654,1682.9471229800195
1,3,0.5440596230291708,0.7277024564549142,4995.219893095079,1627.0114642128744
2,4,0.3283170686331948,1.8239094455422096,3372.8979686144817,1573.2513926688903
3,5,0.1376254762019582,2.7188772437674205,1609.4180923908032,1537.0984009097879
4,6,0.1355274600332809,2.6398407436168356,1333.9799293418155,1502.3078634839317
5,7,0.06873960943243289,3.3140853050601757,822.8505573742592,1474.0267544520837
