,簇族,轮廓系数,Davies-Bouldin Index,Calinski-Harabaz Index
0,4,0.14182030342785734,2.3579600137568346,815.6312023936387
1,5,0.07670176454910294,2.763402143232758,720.0084056531705
2,6,0.0698172592923032,2.811593410194431,623.3684310312561
3,7,0.057797018661848665,2.8255463191937937,559.7618707168018
