,簇族,轮廓系数,Davies-Bouldin Index,Calinski-Harabaz Index
0,2,0.40604749579893934,1.0987824566915432,2844.7609760035552
1,3,0.48458754419896627,0.9289696567907891,4075.455801769445
2,4,0.2200433932380989,2.349729191538404,1529.1179610105137
3,5,0.08105987957519038,2.69669932142333,1170.3175090654693
4,6,0.07782468053369984,2.861507374375183,986.7466896169364
5,7,0.03844012878803596,2.9240934550386872,779.0589568113738
